news_body,news_source,news_thread,news_time,news_title,news_url,source_url
"
                    （原标题：一位“三和大神”的生存自述：来三和是源于梦想 来后像砸这里了）
                ,
	,
	,
						,
						,
					,干一天玩三天，一天吃一顿，抽两毛钱一根的散烟，50块钱解决性生活，睡不起床位，就席地而睡。三和人才市场每年吸引数以万计的求职者，其中几万人在此“瘫痪”下来，选择“挂逼”。这些人刚来的时候也是想打工挣钱，但懒惰让他们沉沦，钱都撒在网吧、地下赌场，“没有精神寄托”。陈勇是位大学生，“来到三和后就像砸这里了”。现在的他衣衫褴褛，身无分文，他跟我们聊了他的故事。,
                ",北京时间,EDB3G0JC0001875P,"
            2019-04-22 01:29:10","深圳""三和大神""状况:干1天活玩3天 50元解决性生活",http://news.163.com/19/0422/01/EDB3G0JC0001875P.html,https://item.btime.com/42hkv7snrtd8s3o3mo7kseeedva
"
                    （原标题：一季度居民收入榜：9省份跑赢全国，上海18704元居首）
                ,中新经纬客户端4月24日电 国家统计局近日公布了31个省份2019年一季度居民人均可支配收入。数据显示，共有9个省份的居民人均可支配收入超过全国平均水平，其中，有7个省份一季度居民人均可支配收入超过万元。此外，上海以18704元夺得全国第一名，北京紧随其后。,近日，国家统计局陆续公布2019年一季度全国及各省居民人均可支配收入数据。数据显示，一季度全国居民人均可支配收入为8493元，比上年同期名义增长8.7%，扣除价格因素后实际增长6.8%。,中新经纬客户端梳理发现，共有9个省份居民人均可支配收入超过8493元这一平均水平。上述9个省份依序分别为上海、北京、浙江、江苏、天津、广东、福建、山东和辽宁。此外，上述省份中有7个一季度居民人均可支配收入超过万元，山东和辽宁不在此列。,国家统计局住户调查办公室主任王有捐表示，一季度居民收入继续增长，与经济增长保持基本同步。王有捐指出，一季度，全国居民人均可支配收入比上年同期名义增长8.7%，实际增长6.8%，实际增速比上年同期提高0.2个百分点。GDP增长6.4%，扣除人口总量自然增长因素后的人均GDP增速约为6.0%，居民人均可支配收入实际增速高于GDP增速0.4个百分点，高于人均GDP增速0.8个百分点。,资料图。中新经纬 张义华摄,根据国家统计局的数据，上海地区一季度居民人均可支配收入居首，为18704元，同比增长8.3%，北京则以17069元紧跟上海步伐，两地同比增幅均为8.3%。,数据显示，榜单最后几位多为西部省份。不过，尽管人均收入水平较低，西部省份同比增速则普遍较高。31个省份中同比增速超过10%的地区有两个位于西部，甘肃、云南、青海等地同比增速也均超过9%。,此外，安徽则成为非西部省份中同比增速最高的。一季度，安徽居民可支配收入同比增速为10.1%，在31个省份中排第三。安徽省2019年政府工作报告提出：2019年城镇常住居民人均可支配收入增长与经济增长同步，农村常住居民人均可支配收入增长9%左右。报告同时指出，要统筹推进贫困村与非贫困村脱贫攻坚，对收入水平略高于建档立卡贫困户的群体，制定专门扶持政策。,国家统计局数据显示，按收入来源分，一季度，全国居民人均工资性收入4838元，增长8.7%，占可支配收入的比重为57.0%。人均经营净收入、人均财产净收入和人均转移净收入占可支配收入的比重则分别为17.5%、8.5%和17.1%。,从数据来看，工资性收入在居民人均可支配收入中占据绝对比重，高于其他三种收入来源所占比重之和。而今年以来，政策层面也不止一次为就业相关问题发声。,1月24日，中国人社部召开2018年第四季度新闻发布会。人社部新闻发言人卢爱红指出，2018年城镇新增就业1361万人，同比增加10万人，年末全国城镇登记失业率为3.8%，降至近年来的低位。卢爱红表示，下一步将把稳就业摆在突出位置，实施就业优先政策，统筹做好各项工作，确保就业局势总体稳定。,4月19日，中共中央政治局召开会议，会议就推动制造业高质量发展，有效支持民营经济和中小企业发展，做好重点群体就业工作等方面作出具体部署。中国国际经济交流中心学术委员会委员、中原银行首席经济学家王军表示，发展高质量制造业对提升我国经济质量和国际竞争力有重要意义，也有利于培育强大国内市场、稳住就业。,此外，一季度人均转移净收入增长7.3%，占可支配收入的比重达到17.1%。国家统计局住户调查办公室主任王有捐指出，主要是各地进一步加大惠民扶贫政策力度，个税改革降低居民税收负担，带动居民收入继续较快增长。,国家税务总局数据显示，今年一季度，个税改革累计减税1686亿元，人均减税855元。国家税务总局减税办常务副主任、收入规划核算司司长蔡自力表示：“总体来看，本次个人所得税改革提高了起征点，优化了税率结构，设置了专项附加扣除，减税红利既覆盖了更广泛的人群，又较好地体现了个性化和差异化，其积极效应将进一步显现。”,
",中新经纬,EDG6BUNS0001899N,"
            2019-04-24 00:55:35",一季度居民收入榜:9省份跑赢全国 上海18704元居首,https://news.163.com/19/0424/00/EDG6BUNS0001899N.html,http://www.jwview.com/jingwei/html/04-24/228175.shtml
"
                    （原标题：已婚女子离婚未遂 竟和小8岁妹妹互换身份找“真爱”）
                ,因为夫妻感情不和、离婚未果，四川女子沙某某便和其妹妹沙某某扎商量姐妹互换身份，想重新办理二代身份证后，与在外务工期间认识的黄某进行婚姻登记，不料在咨询办理程序时被民警识破。,4月23日，红星新闻记者从四川省眉山市洪雅县公安局获悉，沙某某因冒用他人证件被洪雅县公安局止戈派出所依法予以行政处罚。,4月23日上午，止戈派出所户籍民警在为一名妇女办理二代证手续咨询业务时，发现其在户籍大厅内来回走动，显得有些紧张。但在对该妇女进行询问时，该妇女对身份信息十分熟悉，对答自如。,这并没有打消户籍民警的怀疑，通过对女子五官特征、神态的综合分析评估，民警判断该妇女存在冒名顶替的嫌疑。在民警将该女子带离审查时，紧随其后自称其丈夫的同行男子，还主动上前向民警证实其妻的身份没有问题。,经审查，当事人沙某某在老家已经结婚，因为夫妻感情不和、离婚未果，便和其妹妹扎商量姐妹互换身份，办理二代身份证后与在外务工期间认识的黄某进行婚姻登记，不料被民警识破。,当民警把审查结果告诉同行男子后，该男子才恍然大悟，没想到女友居然隐瞒真实年龄，以比本人小8岁妹妹的身份与自己生活了一年，自己竟浑然不觉。,目前，该名女子因冒用他人证件被止戈派出所依法予以行政处罚。,
",红星新闻,EDGT8QPM0001875P,"
            2019-04-24 07:35:50","已婚女子离婚未遂 竟和小8岁妹妹互换身份找""真爱""",https://news.163.com/19/0424/07/EDGT8QPM0001875P.html,https://static.cdsb.com/micropub/Articles/201904/b8236e787a1ad93ee82ead18ac0b97c4.html
"
                    （原标题：（国际）乌克兰中央选举委员会正式宣布泽连斯基当选总统）
                ,新华社基辅4月23日电乌克兰中央选举委员会23日在其官网正式宣布，乌著名演员泽连斯基当选总统。,根据乌克兰中央选举委员会当天公布的最终统计结果，在21日举行的乌总统选举第二轮投票中，泽连斯基的得票率为73.22%，现任总统波罗申科的得票率为24.45%，选民的投票率为61.37%。,乌克兰3月31日举行总统选举，由于没有候选人获得50%以上选票，得票率前两名的泽连斯基和波罗申科进入4月21日举行的第二轮选举。根据乌选举法，第二轮选举中获简单多数者胜出，新总统应不迟于6月3日宣誓就职，任期5年。,
",新华社,EDGJ5SGU0001899N,"
            2019-04-24 04:39:27",乌克兰中央选举委员会正式宣布：泽连斯基当选总统,https://news.163.com/19/0424/04/EDGJ5SGU0001899N.html,http://home.xinhua-news.com/gdsdetailxhs/share/5294864-?pageflag=iframe
"
                    （原标题：骗子吹牛获刑：称持70万亿元工程，伪造1.2万亿存款证明）
                ,堪比国内全年GDP总额的70万亿的工程是个体企业持有？为了展示公司的实力，陕西一男子吹了一个最终让自己进监狱的牛皮。他声称自己持有造价70万亿元的工程，并伪造1.2万亿元的银行存款证明，虚构的材料很快被当地银行行长识破。,澎湃新闻从中国裁判文书网2019年4月19日发布的一份刑事裁定书了解到，上述企业法定代表人名叫谢乃强，一审法院查明案情后，认定谢乃强犯伪造金融票证罪，判处有期徒刑五年，并处罚金150000元。二审法院裁定维持原判。,裁定书显示，一审法院认定，谢乃强系陕西亨通军民融合工程管理有限公司的法定代表人，2017年3月28日到库尔勒市筹备新疆南疆戈壁土石方工程，同年5月9日成立陕西亨通军民融合工程管理有限公司库尔勒分公司，担任该分公司负责人。,谢乃强对外声称，持有新疆巴音郭楞蒙古自治州范围内新疆南疆戈壁土石方工程，工程造价70万亿元。为推进“新疆南疆戈壁土石方工程”及筹集公司周转资金，亦为取得不明真相的群众相信，谢乃强伪造中国建设银行北京支行营业部出具的《存款证明》及《对账单》两份，金额为1235371081597.27元，并向前来洽谈工程的群众出示，虚构其公司较强实力。,70万亿的工程有多庞大？据国家统计局公布的数据显示，2016年中国国内生产总值（GDP）现价总量约为74.4万亿，2017年的GDP约为82.7万亿。,2017年3月份，谢乃强拿着资料来库尔勒当地农业银行办理开户，并向该行行长崔某表示，其在巴州有较大的工程项目投资，有2800万元要存到银行，谢乃强还给崔某看了那张1.2353万亿的存款证明和对账单。,“这两张银行凭证是假的。”崔某一眼识破，他说，因为银行有规定，公司的对账单必须是开户行才能出具，注册地才能在银行开户，异地不能在银行开户，陕西亨通军民融合工程管理有限公司的注册地在西安，但对账单上的公章是建设银行北京分行营业部，所以是假的。,裁判文书显示，事实上，这张1.2万余亿元的存款证明及对账单是谢乃强花了300元找人伪造的。,据谢乃强供述，“2017年10月15日左右，我在北京丰台区北大地立交桥的桥墩处找一叫老黄的人办理的，当时我给他300元钱。伪造存款证明和对账单的目的就是到库尔勒市给想干我公司土石方工程的人证明我公司的实力。我公司有了实力，他们才会找我承包我在巴州的土石方工程，如果双方签订了合同，我就可以向他们借钱了。”,一审法院认定，被告人谢乃强犯伪造金融票证罪，判处有期徒刑五年，并处罚金150000元。,宣判后，谢乃强不服判决，提起上诉。新疆巴音郭楞蒙古自治州中级人民法院经审理，查明事实与一审法院审理查明的事实一致。,巴音郭楞中院认为，上诉人谢乃强具有伪造金融票证罪的主观故意；客观上实施了使用伪造的中国建设银行北京支行营业部《存款证明》及《对账单》虚构公司较强实力，并向前来洽谈工程的群众出示的行为，侵害了金融票证的公共信用，符合伪造金融票证罪的主客观构成要件。谢乃强犯伪造金融票证罪的犯罪事实清楚，证据确实、充分，定罪准确，量刑适当，予以维持原判。,
",澎湃新闻,EDGV7A490001875P,"
            2019-04-24 08:09:57",骗子吹牛获刑:称持70万亿工程 伪造万亿存款证明,https://news.163.com/19/0424/08/EDGV7A490001875P.html,https://www.thepaper.cn/newsDetail_forward_3334298
"
                    （原标题：斯里兰卡部长：爆炸案系对新西兰清真寺袭击的报复行为）
                ,中新网4月23日电 据路透社报道，斯里兰卡部长表示，包括NTJ(National Thowheed Jamath)在内的两个斯里兰卡国内伊斯兰组织对复活节爆炸袭击事件负责。他还说，初步调查显示，复活节袭击是对新西兰清真寺袭击事件的报复。,据美国有线电视新闻网消息，斯里兰卡警方23日表示，发生在21日的斯里兰卡爆炸袭击案已导致321人死亡。,耿爽透露，根据目前掌握的情况，1名中国公民在事件中不幸遇难，5名中国公民失联，另外有5名受伤的中国公民正在当地医院接受救治，其中2人伤势较重。,4月22日，斯里兰卡首都科伦坡一座教堂附近发生爆炸，这是从21日起斯里兰卡发生的第9起爆炸案件。警方称，发生爆炸的是一辆厢式货车，从21日以来，一直停在教堂旁。警方接到举报后在车内发现炸弹，拆除时发生爆炸。",中国新闻网,EDFAVIPN0001875O,"
            2019-04-23 16:56:58",斯里兰卡防长:爆炸案系对新西兰袭击的报复行为,https://news.163.com/19/0423/16/EDFAVIPN0001875O.html,http://www.chinanews.com/gj/2019/04-23/8817655.shtml
"恭贺盈喜集团(ADDENTAX GROUP CORP.),于纽约时间2019年4月18日，在美国证监会(SEC)成功发布转纳斯达克主板公募招股书(S-1)。更多关于招股书详情可以查询美国证监会(SEC)官网。,信息来源于：美国证监会(SEC)官网,On April 18, 2019 (NY Time), Addentax Group Corp. (Quote: ATXG) successfully released the company’s initial registration statement (S-1) relevant to the up-listing IPO. Further details about the S-1 can be found at SEC official website.,Source from SEC Website.,
",中国网,EDCIQDVI000189DG,"
            2019-04-22 15:16:14",盈喜集团（ATXG）公募招股书成功发布,http://news.163.com/19/0422/15/EDCIQDVI000189DG.html,http://zgzz.china.com.cn/2019-04/22/content_40725921.htm
"
                    （原标题：中央部委紧急通知，全面清理违建别墅）
                ,近日，福建、黑龙江等省在进行同一项工作——全面排查本省别墅项目。,福建省要求，立即暂停办理有关别墅项目建设审批手续，并对已建、在建、在批、待建、待批的别墅项目做好梳理等工作。,黑龙江省则要求，就2003年以来别墅项目建设情况进行全面清理排查，并及时准确上报。,长安街知事注意到，统一行动的背后是住房和城乡建设部的紧急通知。,宁德市住建局官网显示，4月12日，福建省住建厅转发了《住房城乡建设部关于别墅项目建设审批有关事项的通知》，要求立即暂停办理本行政区域内有关别墅项目建设审批手续，并对已建、在建、在批、待建、待批的别墅项目做好梳理等工作。,4月15日，黑龙江省住建厅也下发了《关于报送违建别墅有关情况的通知》。,《通知》提出，“按住房和城乡建设部对别墅项目进行梳理的紧急通知要求，为全面了解掌握全省各地别墅情况，为下一步做好我省违建别墅清理各项工作奠定基础”，各市(地)住房和城乡建设局就2003年以来别墅项目建设情况进行全面清理排查。,黑龙江省住建厅要求，各市(地)要对所辖区域城镇规划区范围内的别墅项目进行统计清理，集中力量开展全面排查，做到“全覆盖、无死角”，并于4月17日下班前汇总提交相关报告。,排查完毕后，各市要向省厅上报三个文件，分别是情况汇总表、分析报告和具体查处案例。,情况汇总表应涵盖以下内容：一、2003年以来的别墅项目情况;二、党的十八大以来的别墅项目情况;三、违建别墅项目情况;四、暂停办理有关手续情况。,分析报告的内容包括：一、违建别墅的违法违规问题、产生原因以及处理过程中面临的问题;二、落实相关通知过程中，存在的问题和困难;三、对推进违建别墅清查整治工作的有关意见和建议。,查处案例的内容包括：一、基本情况(包括项目自身情况和有关审批情况);二、违法事实(按照审批环节列出违法违规情况);三、处理情况(包括但不限于对项目拆除、没收、罚款等处置措施);四、相关法律法规依据。每个案例500至1000字。,可以看出，目前的排查是在为将来的大规模清理工作做准备。,黑龙江省住建厅强调，违建别墅清理工作时间紧、任务重，请各地高度重视。,长安街知事注意到，自去年7月以来，各地曝光出一批违建别墅类项目，如陕西秦岭北麓违建别墅、河北“削山造地”违建别墅群、黑龙江牡丹江市“曹园”等，相关部门也加大了查处清理力度。,今年1月，山东济南市拆除了市中区单体面积约2000平方米的金鸡岭“大白宫”别墅、南部山区西营镇上降甘村“颐皓园”8栋别墅等一大批违建项目。,2月，湖北襄阳市拆除了位于唐白河行洪河道内的违建别墅，该别墅共有7栋、占地约4753平方米。,
,4月，上海市崇明区拆除了某果园内的五栋别墅。它们建于上世纪90年代末，属于存量违建。虽早已列入拆除计划，但由于体量过大，拆违过程遇到不小的阻碍。后经相关部门等多方沟通、联合执法，业主终于同意配合工作，将其拆除。,另一方面，各部门、各地区也纷纷出台相关政策规定，堵住违建别墅产生的源头。,去年12月，国土资源部召开新闻发布会，表示将进一步从严土地管理。全国各地将停止审批别墅类供地和办理相关用地手续，对联排别墅、低密度花园等类别墅项目的审批也将进一步控制。,今年2月，海南省出台《关于支持美丽乡村建设的若干意见》，要求严格实行土地用途管制，严格禁止下乡利用农村宅基地建设别墅大院和私人会馆。",长安街知事,EDG1VS8A0001899N,"
            2019-04-23 23:39:05",中央部委紧急通知：全面清理违建别墅,https://news.163.com/19/0423/23/EDG1VS8A0001899N.html,#
"
                    （原标题：习近平出席庆祝人民海军成立70周年海上阅兵活动）
                ,
	,
	,
						,
						,
					,新华社青岛4月23日电 在中国人民解放军海军70华诞之际，中共中央总书记、国家主席、中央军委主席习近平23日出席在青岛举行的庆祝人民海军成立70周年海上阅兵活动。,琴岛春意浓，黄海春潮涌。青岛奥帆中心码头，担负检阅任务的西宁舰按照海军最高礼仪悬挂代满旗，五星红旗、八一军旗迎风飘扬。来自61个国家的海军代表团团长齐聚检阅舰，共同等待喜庆时刻的到来。,4月23日下午，中共中央总书记、国家主席、中央军委主席习近平出席庆祝人民海军成立70周年海上阅兵活动。12时40分许，习近平来到青岛奥帆中心码头，检阅中国人民解放军海军仪仗队，随后登上执行检阅任务的西宁舰。 新华社记者 李刚 摄,12时40分许，习近平来到青岛奥帆中心码头。在雄壮的乐曲声中，习近平检阅海军仪仗队，随后登上检阅舰。,13时许，检阅舰鸣笛启航，驶向阅兵海域。,此刻，人民海军32艘战舰威武列阵，战机振翅欲飞，远涉重洋前来参加庆典活动的13国海军18艘舰艇整齐编队。,14时30分许，检阅舰到达预定海域。海军司令员沈金龙报告受阅部队准备完毕，习近平下达检阅开始的命令。激昂的《分列式进行曲》在大海上响起。,受阅舰艇分成潜艇群、驱逐舰群、护卫舰群、登陆舰群、辅助舰群、航母群破浪驶来。受阅飞机呼啸临空。,大海滔滔，铁流滚滚。自1949年4月23日从江苏泰州白马庙启航，人民海军在党的指引下，一路劈波斩浪，逐步发展成为一支能够有效维护国家主权、安全、发展利益的海上武装力量。,受阅舰艇通过检阅舰时，一声长哨，官兵整齐站坡，向习主席致敬。“同志们好！”“主席好！”“同志们辛苦了！”“为人民服务！”军乐作伴，涛声作和，习近平的亲切问候同官兵的铿锵回答相互激荡，统帅和官兵的心紧紧连在一起。,新时代，新航程。习近平对人民海军建设高度重视，先后多次视察海军部队，发出“努力把人民海军全面建成世界一流海军”的号召。人民海军正以崭新姿态阔步向前、逐梦海天。,15时许，检阅舰调整航向，向参加庆典活动的来访舰艇编队驶去。,国际舰队检阅，是海军这一国际性军种特有的海上礼仪活动，是世界各国海军友好交流的一种独特方式。,俄罗斯、泰国、越南、印度、日本、菲律宾、孟加拉国、文莱、韩国、新加坡、澳大利亚、马来西亚、缅甸等国的舰艇悬挂代满旗，按照作战舰艇、辅助舰船的顺序，以吨位大小排列，依次通过检阅舰。,习近平向各国官兵挥手致意。各国海军代表团团长在检阅舰后甲板就座观礼。,15时30分许，在《友谊地久天长》的乐曲声中，庆祝人民海军成立70周年海上阅兵圆满结束。,许其亮、丁薛祥、魏凤和、王毅等参加活动。",央视新闻,EDFN39FB000189FH,"
            2019-04-23 20:28:42",习近平出席庆祝海军成立70周年海上阅兵活动,https://news.163.com/19/0423/20/EDFN39FB000189FH.html,http://news.cctv.com/2019/04/23/ARTINderCTf0egfZvu7YxXb6190423.shtml
"这是30岁的三胞胎妈妈松下，在法庭上的哭诉。,不久之前，,意外的是，超过3万日本网友为她请愿，希望可以免去松下3年6个月的有期徒刑。,不是不心疼孩子，而是这位“被逼到失控”的妈妈身上，有着太多女性的影子：,近一年时间里，每天至少喂24次奶，换30次尿布；,所有家务都堆在她一个人身上，没有人帮忙，每天平均只能睡一个多小时。,松下辛苦的一天 / 北京时间,事发那天傍晚，次子开始大哭，大女儿也跟着哭泣，怎么哄都不停，而丈夫正在洗澡。,松下有点激动地把次子两次扔到榻榻米上，之后又把他放回婴儿床上：,松下描述事发当晚的心理/北京时间,丈夫洗完澡，出门去上夜班了。,她想要给次子喂奶，但次子完全没有反应，在慌乱的心脏急救后，孩子被送进医院。,两周后，次子在一岁生日时死亡……,在法庭上，崩溃的松下终于道出这一年的辛酸和压抑：,经历了两年不孕不育治疗才怀孕，产下三胞胎；,次子很容易哭，自己还要负担各种家务……,看似毫无缘由的极端行为背后，是压抑已久的产后抑郁。,这个折磨着上千万女性的“真凶”，真的不该再被忽视。,生育后的女性，多多少少都有压抑的时候。,刚刚经历身体上的剧痛，又要接过抚养孩子的重担；,家人的重心常常放在新生儿身上，自己则被忽视被冷落……,难以适应生活状态的改变，一时情绪脆弱，这些都正常且普遍。,但产后抑郁在每位妈妈身上表现的状态一般都不同，有些时候，它只是一个过渡历程；,有些时候，它真的能摧毁一个家庭。,开朗爱笑的袁咏仪谈起自己产后那段日子：,一点小事就会有情绪波动，向来恩爱的夫妻两人开始常常拌嘴吵架。,某次，丈夫张智霖被气到摔门而出，她瞬间崩溃。,袁咏仪谈产后抑郁 / 《妻子的浪漫旅行》,还有许多妈妈，选择了更极端的行为来逃离抑郁。,24岁的王某，生完孩子后就一直不想吃饭和睡觉，医生诊断发现，她患上了产后抑郁。,丈夫和母亲悉心照顾，她看起来有所好转。,却没想到，有一天，骑电动车上班的王某再也没有回来。,不久后，她被发现坠亡在小区的露台上。,合肥的一位妈妈凌某，在照顾孩子的过程中，总是怀疑儿子被传染了癣病且无法治愈。,凌某担心孩子长大后被歧视，一直处于严重的焦虑和压抑之中。,最后，她将两个月大的儿子从五楼扔下，孩子当场死亡。,凌某陷入无尽的悔恨和自责当中。,自虐、自杀、带着孩子自杀……,这几年，被产后抑郁折磨到崩溃母亲越来越多地出现在人们的视野里：,2018年7月，广东东莞一名女子患产后抑郁后跳河；,2019年2月，浙江一名年仅28岁的妈妈从23楼坠落；,一周后，南宁市又有一对母子相继从小区31层楼坠楼，25岁的母亲当场死亡，四岁小男孩送医抢救无效死亡……,即使“前车之鉴”已经多到数不过来，依然有无数人，对产后抑郁满是误解。,常常听到有人说，产后抑郁是矫情、“公主病”、小题大做、难伺候……,事实上，在中国1800万新手妈妈中，6-8成都会出现诸如情绪低落、悲观绝望、烦躁不安等抑郁症状。,而这1000多万陷入抑郁的妈妈中，有50%的产妇没有接受任何治疗。,一位新手爸爸觉得妻子的产后抑郁，就是矫情 / 《看见产后抑郁：丈夫无法逃避的真相》,章子怡的一番话，道出了许多女性产后的生存状态：,“你会发现自己被全世界抛弃了。,所有人都把关注重点都放在孩子身上，产妇可以说想吃什么下奶食物，,主持人李静在综艺里说：“生完孩子之后，感觉身体就像个机器。所有人跟你谈论的都是你的器官。”,其他的，都不重要。,曾经有一位新手妈妈在facebook上晒出了两张对比照——,一张看上去岁月静好，自己和孩子过着无比愉快的生活：,岁月静好 / Facebook,另一张照片里，这位母亲看上去邋遢疲惫，如同老了十岁：,生活一团糟/Facebook,这位叫Kathy的妈妈承认：,然而，家人好友来探望时询问起当妈妈的感觉我都会毫不犹豫地回答，一切都好。,产后全身心投入“妈妈”角色的女性们，过得比你想象中更艰难。,怀孕期间，女性体内荷尔蒙雌激素和黄体酮增长是平时的10倍。分娩后，荷尔蒙水平迅速降低，这个阶段，本身就容易情绪波动。,生完孩子已经耗费了妈妈们巨大的体力，产后的身材走样、不受重视也给她们带来了心理上的压力。,她们不能休息，喂奶、孩子开销、家庭、回归职场，都是她们不得不面对的问题。,你这边刚躺下十分钟，那边孩子的哭声又响起；,奶粉、尿布一定要买好的，可转过头来丈夫婆婆又问你怎么花这么多钱；,三个月产假转眼就到，离开了这么久，你知道，那个位子早就有人虎视眈眈……,雪上加霜的是，很多时候，家庭给予妈妈们的理解不够，甚至是，不理解，反而伤害。,在《超级育儿师》中有一集，孩子三岁了，父亲要么不在家，要么回家就玩手机。,他给出的理由是：,爸爸做甩手掌柜 / 《超级育儿师》,“我又没产假，你反正在家嘛，就多做点。”,“我是个男人啊，我又不会带孩子。”,“我工作忙，孩子你不带还能谁带。”,中国新闻网曾经采访过这样一位母亲，她说，自己被诊断出产后抑郁后，所有人都觉得她矫情。,她记得自己抱着孩子边哭边喂奶时，一旁的婆婆突然冲她发火：,她欲哭无泪。,《妻子的浪漫旅行》中，包文婧生饺子的片段戳到了不少网友的泪点。,包文婧生产完，流着泪问包贝尔：“你会爱我和饺子一辈子吗？”,包贝尔，给了她非常肯定的回答。,我会的 / 《妻子的浪漫旅行》,刚生完孩子的妈妈，就像在鬼门关走了一趟，她们最需要的，就是安全感。,来自丈夫的关心，是预防、缓解产妇产后抑郁最重要的一步。,微博上，一位晋升为爸爸的“母婴育儿博主”在一段视频里分享了他自己的做法：“天天装疯卖傻逗她开心，偶尔扮演出气筒的角色。”,对产后抑郁还并不了解的张智霖，选择停工陪伴妻子，度过艰难时光,一档节目中，有位模特妈妈分享了自己在生产完孩子后，一段“黑暗、没有自信、睡不好觉”的时光。,作为一个模特，她的体重达到了140斤，试了一整个衣帽间都套不进去的她十分崩溃。,看到同样是模特的老公拍出帅气的片子也会吃醋，莫名其妙地冲老公发火。,可是，每次她在发脾气的时候，老公温和的回复、包容和治愈了她，鼓励着她重新恢复苗条身材，变得再次自信。,经历怀孕、分娩，妈妈们比爸爸要提前许多接受各种改变。,爸爸更像是孩子生命中后来的一个造访者，而更早、更多的付出，也意味着更大的风险。,正确的治疗之外，她们需要的是理解、包容、陪伴……,总赞扬“为母则刚”，但哪个女人不需要关心呵护？,别忽视她们经历的折磨和痛苦。,婚姻和育儿，从来都是两个人的事情。",,EDAP79620001982T,,三胞胎母亲摔死儿子：被骂矫情的1000万女性_谈心社,https://news.163.com/19/0421/22/EDAP79620001982T.html,
